Chromosomes,Start,End,Count
ChrA01,113454469,113467295,1
ChrA01,113454469,113498685,5
ChrA01,113458808,113498685,5
ChrA01,113465971,113498975,5
ChrA01,113499036,113506690,3
ChrA01,113499036,113511603,3
ChrA01,113499070,113542118,3
ChrA01,113554308,113615724,3
ChrA01,113615830,113667342,18
ChrA01,113615830,113667342,19
ChrA01,113739403,113748875,3
ChrA01,113933474,114224924,22
ChrA01,113933474,114228545,21
ChrA01,113933474,114228545,21
ChrA01,113933474,114228545,22
ChrA01,114133105,114228545,18
ChrA01,114223532,114228545,3
ChrA01,114239823,114256060,6
ChrA01,114239823,114257834,12
ChrA01,114246446,114301777,18
ChrA01,114248388,114302098,15
ChrA01,114304453,114355070,7
ChrA01,114304453,114355070,8
ChrA01,114356432,114414375,21
ChrA01,114356432,114414375,21
ChrA01,114356432,114414375,19
ChrA01,114356432,114414375,20
ChrA01,114356432,114414375,17
ChrA01,114356432,114414375,8
ChrA01,114361920,114414375,20
ChrA01,114361920,114414375,15
ChrA01,114375568,114414375,16
ChrA01,114399256,114430169,4
ChrA01,114419435,114430169,3
ChrA01,114419435,114430169,2
ChrA01,114419435,114430169,2
ChrA01,114421652,114430169,2
ChrA01,114424394,114439764,2
ChrA01,114437370,114443022,4
ChrA01,114437370,114443859,5
ChrA01,114437370,114447525,10
ChrA01,114437370,114447525,7
ChrA01,114437677,114447525,3
ChrA01,114437681,114447741,11
ChrA01,114442030,114447741,11
ChrA01,114447914,114456694,4
ChrA01,114447914,114456708,4
ChrA01,114447914,114456708,3
ChrA01,114466622,114471854,2
ChrA01,114466622,114471880,5
ChrA01,114471995,114514698,15
ChrA01,114471995,114520491,16
ChrA01,114472438,114520491,16
ChrA01,114493766,114520491,15
ChrA01,114496498,114520491,14
ChrA01,114506008,114520491,7
ChrA01,114522029,114524875,3
ChrA01,114522029,114524875,4
ChrA01,114522029,114524876,2
ChrA01,114631913,114641887,3
ChrA01,114631913,114695062,8
ChrA01,114631913,114696472,8
ChrA01,114935398,114949722,2
ChrA01,114935398,114970516,15
ChrA01,114935398,115006178,19
ChrA01,114935398,115053781,20
ChrA01,114946947,115053781,19
ChrA01,115064016,115124265,7
ChrA01,115110180,115126223,1
ChrA01,115125468,115212732,21
ChrA01,115127195,115212732,18
ChrA01,115127195,115213044,30
ChrA01,115215719,115238239,16
ChrA01,115215719,115238239,15
ChrA01,115247084,115259515,7
ChrA01,115259533,115292828,18
ChrA01,115259533,115300671,21
ChrA01,115259533,115300671,20
ChrA01,115259533,115300671,20
ChrA01,115259533,115300671,19
ChrA01,115259533,115300671,19
ChrA01,115259533,115300671,18
ChrA01,115312104,115323308,5
ChrA01,115312104,115323308,5
ChrA01,115312104,115323308,5
ChrA01,115312104,115323308,4
ChrA01,115397454,115537990,32
ChrA01,115397454,115537990,33
ChrA01,115397454,115537990,32
ChrA01,115397454,115537990,31
ChrA01,115572444,115576930,3
ChrA01,115576566,115576930,1
ChrA01,115590632,115632121,8
ChrA01,115590632,115632121,7
ChrA01,115828536,115829416,1
ChrA01,115828690,115880857,3
ChrA01,116184573,116240845,8
ChrA01,116184573,116240845,8
ChrA01,116185249,116240845,8
ChrA01,116242625,116311426,11
ChrA01,116242625,116311426,9
ChrA01,116378998,116380993,1
ChrA01,116378998,116383333,2
ChrA01,116380585,116383747,3
ChrA01,116461996,116468529,3
ChrA01,116519118,116574511,6
ChrA01,116519118,116612675,12
ChrA01,116654375,116677861,7
ChrA01,116821227,116821443,1
ChrA01,116915003,116928766,3
ChrA01,116915794,116946597,22
ChrA01,116915794,116947396,23
ChrA01,116916488,116947396,23
ChrA01,116925991,116947396,23
ChrA01,116935486,116956491,1
ChrA01,116941621,116961244,3
ChrA01,116947335,116961244,3
ChrA01,116947335,116961244,3
ChrA01,116947335,116961244,3
ChrA01,116956387,116961244,2
ChrA01,116995157,116995249,1
ChrA01,117057155,117087226,3
ChrA01,117057155,117113715,6
ChrA01,117061321,117113715,6
ChrA01,117061852,117113715,5
ChrA01,117064420,117113715,4
ChrA01,117117019,117134827,1
ChrA01,117117019,117150953,5
ChrA01,117127160,117209578,11
ChrA01,117134723,117210377,11
ChrA01,117214370,117214449,1
ChrA01,117297085,117308084,4
ChrA01,117297085,117308084,4
ChrA01,117297085,117311851,5
ChrA01,117452688,117505093,1
ChrA01,117504968,117532972,9
ChrA01,117544371,117579173,10
ChrA01,117544371,117579173,10
ChrA01,117544371,117579173,10
ChrA01,117544371,117579173,10
ChrA01,117602948,117624997,10
ChrA01,117602948,117637350,1
ChrA01,117637264,117645491,23
ChrA01,117653676,117664411,6
ChrA01,117653676,117664411,6
ChrA01,117686208,117746458,6
ChrA01,117686208,117753582,6
ChrA01,117686208,117753582,6
ChrA01,117686208,117753582,6
ChrA01,117686208,117753582,5
ChrA01,117785831,117786130,1
ChrA01,117910084,118042176,9
ChrA01,117910084,118068320,13
ChrA01,118148603,118166666,1
ChrA01,118165490,118171011,2
ChrA01,118406106,118472302,14
ChrA01,118419843,118472302,13
ChrA01,118472371,118484470,10
ChrA01,118472371,118502221,3
ChrA01,118472371,118503049,27
ChrA01,118496287,118550821,17
ChrA01,118507719,118623942,3
ChrA01,118584425,118727848,49
ChrA01,119425665,119441748,3
ChrA01,119425665,119532179,8
ChrA01,119573838,119682973,6
ChrA01,119573838,119682973,4
ChrA01,119573838,119683295,6
ChrA01,119573838,119683295,6
ChrA01,119573838,119683295,6
ChrA01,119576163,119683295,5
ChrA01,119683047,119694031,4
ChrA01,119683047,119726446,4
ChrA01,119683047,119776801,5
ChrA01,119683047,119818596,7
ChrA01,119911401,119936751,9
ChrA01,119911401,119936751,8
ChrA01,119957269,119965662,3
ChrA01,119957553,119965662,4
ChrA01,119957742,119965662,4
ChrA01,119957742,119989122,4
ChrA01,120049825,120057681,4
ChrA01,120049940,120057681,3
ChrA01,120106502,120115199,1
ChrA01,120140324,120141914,1
ChrA01,120161999,120190390,3
ChrA01,120254418,120277604,7
ChrA01,120254418,120286849,12
ChrA01,120254418,120286849,14
ChrA01,120262249,120286849,11
ChrA01,120290618,120301905,7
ChrA01,120290618,120307249,3
ChrA01,120291025,120311555,10
ChrA01,120299895,120311555,9
ChrA01,120336640,120354203,7
ChrA01,120336640,120354203,6
ChrA01,120344945,120354203,3
ChrA01,120377387,120387503,8
ChrA01,120436155,120439147,1
ChrA01,120454175,120594328,15
ChrA01,120477735,120612317,34
ChrA01,120492742,120612317,22
ChrA01,120492742,120612317,14
ChrA01,120839004,120855681,4
ChrA01,120839411,120855681,4
ChrA01,120906033,120906507,1
ChrA01,120906460,120914842,2
ChrA01,120926127,120935944,6
ChrA01,120926127,120935944,5
ChrA01,120926127,120935944,3
ChrA01,120927646,120935944,5
ChrA01,120929487,120935944,4
ChrA01,121107151,121129827,6
ChrA01,121260909,121313686,8
ChrA01,121306423,121313686,4
ChrA01,142618798,142660135,1
ChrA01,142660105,142672219,1
ChrA01,142672190,142688268,1
ChrA01,142688238,142689235,1
ChrA01,142689205,142689553,1
ChrA01,142689523,142713605,5
ChrA01,142697420,142826645,9
ChrA01,142803223,142851424,1
ChrA01,142803530,142855999,1
ChrA01,142804898,142888797,4
ChrA01,142851394,142890670,5
ChrA01,142853227,143163748,3
ChrA01,143119060,143168675,1
ChrA01,143168647,143184737,1
ChrA01,143184707,143186010,1
ChrA01,143185980,143257763,8
ChrA01,143286955,143286985,1
ChrA01,143289062,143289092,1
ChrA01,143402283,143402313,1
ChrA01,143403553,143403583,1
ChrA01,143419286,143419314,1
ChrA01,143424332,143431397,1
ChrA01,143431367,143467651,3
ChrA01,143647638,143690101,1
ChrA01,143687129,143702331,1
ChrA01,143687129,143705973,2
ChrA01,143690027,143714180,7
ChrA01,143702303,143744587,4
ChrA01,143717587,143744587,3
ChrA01,143718512,143744587,5
ChrA01,143719238,143744587,2
ChrA01,143767143,143767881,1
ChrA01,143879831,143879905,1
ChrA01,143896451,143913143,4
ChrA01,143896451,143913143,3
ChrA01,143915747,144094477,4
ChrA01,144146810,144167711,11
ChrA01,144146810,144167711,8
ChrA01,144146810,144172451,2
ChrA01,144148789,144182059,5
ChrA01,144150981,144186823,14
ChrA01,144151518,144186823,5
ChrA01,144160410,144201052,22
ChrA01,144162000,144201052,5
ChrA01,144162000,144209025,14
ChrA01,144162887,144209025,7
ChrA01,144171303,144212180,4
ChrA01,144176438,144223374,22
ChrA01,144179473,144223374,14
ChrA01,144181950,144290006,6
ChrA01,144183587,144301684,1
ChrA01,144184251,144308687,1
ChrA01,144185827,144340773,3
ChrA01,144189011,144340773,2
ChrA01,144190581,144340773,2
ChrA01,144190581,144341077,1
ChrA01,144196230,144341755,4
ChrA01,144196230,144364246,1
ChrA01,144209457,144470244,6
ChrA01,144218498,144481913,1
ChrA01,144275887,144488916,1
ChrA01,144300511,144519720,1
ChrA01,144300511,144521009,2
ChrA01,144300511,144521009,3
ChrA01,144301610,144521969,4
ChrA01,144308613,144604297,3
ChrA01,144339562,144612727,1
ChrA01,144340773,144615303,6
ChrA01,144363461,144680025,3
ChrA01,144456162,144822084,10
ChrA01,144480744,144827928,22
ChrA01,144480745,144827928,14
ChrA01,144480745,144830407,18
ChrA01,144481839,144830407,19
ChrA01,144488842,144830407,14
ChrA01,144514872,144830407,23
ChrA01,144593695,144830407,23
ChrA01,144594403,144830407,12
ChrA01,144596310,144830407,15
ChrA01,144610814,144830407,8
ChrA01,144614839,144830407,22
ChrA01,144614839,144830407,19
ChrA01,144614958,144830407,21
ChrA01,144614958,144833038,1
ChrA01,144615095,144833912,1
ChrA01,144676436,144834808,1
ChrA01,144676436,144839507,1
ChrA01,144676436,144868172,4
ChrA01,144676436,144894125,24
ChrA01,144676436,144922047,10
ChrA01,144676436,144932032,19
ChrA01,144811946,144944750,1
ChrA01,144832199,144995033,4
ChrA01,144833046,144995033,44
ChrA01,144833912,144995033,44
ChrA01,144839435,144995033,22
ChrA01,144851423,144995033,23
ChrA01,144851423,144995033,4
ChrA01,144851423,144995082,5
ChrA01,144851423,144995082,5
ChrA01,144862707,144997111,5
ChrA01,144890590,145005287,1
ChrA01,144890590,145018395,3
ChrA01,144890590,145039992,8
ChrA01,144895121,145039992,7
ChrA01,144944671,145039992,46
ChrA01,144951760,145076186,7
ChrA01,144951760,145076186,7
ChrA01,144951760,145076186,2
ChrA01,144951760,145116997,7
ChrA01,145004780,145285912,5
ChrA01,145013718,145285912,5
ChrA01,145074845,145285912,6
ChrA01,145096406,145291654,6
ChrA01,145209110,145295525,8
ChrA01,145209110,145304652,15
ChrA01,145209110,145311154,7
ChrA01,145209110,145334792,18
ChrA01,145209110,145339512,22
ChrA01,145224596,145344236,22
ChrA01,145293232,145353680,11
ChrA01,145293370,145353680,8
ChrA01,145293370,145358412,22
ChrA01,145302653,145364674,4
ChrA01,145303909,145364674,4
ChrA01,145311785,145370304,27
ChrA01,145311785,145370304,26
ChrA01,145311785,145370304,84
ChrA01,145313333,145370304,13
ChrA01,145318053,145370304,7
ChrA01,145322771,145370304,7
ChrA01,145324347,145373798,1
ChrA01,145360554,145374694,1
ChrA01,145372087,145379391,1
ChrA01,145373798,145385804,1
ChrA01,145379319,145395594,1
ChrA01,145385728,145396952,1
ChrA01,145395521,145397935,1
ChrA01,145396880,145399304,1
ChrA01,145397863,145416936,1
ChrA01,145399232,145417545,4
ChrA01,145413190,145417545,3
ChrA01,145413190,145417545,3
ChrA01,145413190,145417545,2
ChrA01,145413190,145442628,8
ChrA01,145416333,145442628,7
ChrA01,145438461,145470387,8
ChrA01,145439346,145474819,1
ChrA01,145456235,145475647,4
ChrA01,145470507,145499091,6
ChrA01,145473328,145501669,1
ChrA01,145477084,145513535,6
ChrA01,145500506,145513535,6
ChrA01,145507556,145515899,4
ChrA01,145507556,145515899,3
ChrA01,145509751,145523732,4
ChrA01,145514173,145523732,4
ChrA01,145516164,145523732,4
ChrA01,145516164,145523732,4
ChrA01,145516164,145523732,4
ChrA01,145516559,145529319,4
ChrA01,145516597,145543868,30
ChrA01,145524989,145543868,27
ChrA01,145524989,145543868,26
ChrA01,145524989,145543868,27
ChrA01,145524989,145563099,9
ChrA01,145527927,145568526,14
ChrA01,145549208,145580662,6
ChrA01,145549208,145586546,14
ChrA01,145575289,145586546,7
ChrA01,145575987,145589435,8
ChrA01,145580403,145590461,1
ChrA01,145586492,145610627,15
ChrA01,145588587,145610884,15
ChrA01,145592604,145610884,12
ChrA01,145592604,145688776,9
ChrA01,145592604,145706827,2
ChrA01,145611035,145715565,6
ChrA01,145695797,145715565,3
ChrA01,145695932,145764206,10
ChrA01,145698952,145764206,9
ChrA01,145727665,145764206,7
ChrA01,145727665,145788795,5
ChrA01,145727665,145790953,7
ChrA01,145764594,145826450,14
ChrA01,145764594,145827103,15
ChrA01,145764594,145827103,14
ChrA01,145764594,145827103,14
ChrA01,145764594,145827103,14
ChrA01,145764594,145827103,13
ChrA01,145764594,145924049,9
ChrA01,145765142,145924049,7
ChrA01,145883867,145934507,5
ChrA01,145897301,145942619,9
ChrA01,145924387,145963375,1
ChrA01,145924387,145979107,1
ChrA01,145963303,146057622,19
ChrA01,145979033,146057717,1
ChrA01,146032541,146057734,21
ChrA01,146032541,146057734,19
ChrA01,146032541,146068252,22
ChrA01,146032541,146082431,23
ChrA01,146032541,146082765,25
ChrA01,146032541,146082765,24
ChrA01,146035038,146124283,1
ChrA01,146057690,146217136,2
ChrA01,146124160,146334210,1
ChrA01,146215990,146450973,14
ChrA01,146310551,146460493,54
ChrA01,146334189,146467744,132
ChrA01,146373856,146467744,86
ChrA01,146395306,146467744,37
ChrA01,146404588,146467744,13
ChrA01,146476759,146476831,1
ChrA01,146490894,146514599,6
ChrA01,146544772,146544844,1
ChrA01,146550177,146550249,1
ChrA01,146571065,146585928,6
ChrA01,146626684,146644129,8
ChrA01,146626684,146644129,7
ChrA01,146626684,146644129,6
ChrA01,146633092,146644129,7
ChrA01,146649429,146651528,1
ChrA01,146655883,146697230,9
ChrA01,146657837,146697230,9
ChrA01,146657837,146697230,7
ChrA01,146680017,146697230,5
ChrA01,146714290,146757164,9
ChrA01,146714290,146767447,23
ChrA01,146714290,146767447,23
ChrA01,146714290,146767447,22
ChrA01,146714290,146767447,21
ChrA01,146714290,146767447,18
ChrA01,146714290,146767447,17
ChrA01,146714290,146767447,22
ChrA01,146736038,146767447,20
ChrA01,146736038,146767447,17
ChrA01,146853913,146989699,4
ChrA01,147013181,147096757,7
ChrA01,147083376,147098015,10
ChrA01,147119167,147142634,10
ChrA01,147121945,147142634,6
ChrA01,147228331,147231346,1
ChrA01,147228331,147232714,2
ChrA01,147230269,147245484,2
ChrA01,147374945,147381384,1
ChrA01,147380082,147381395,2
ChrA01,147400505,147465025,13
ChrA01,147400505,147465755,14
ChrA01,147400505,147465755,15
ChrA01,147400505,147465755,14
ChrA01,147400505,147465755,14
ChrA01,147401128,147465755,14
ChrA01,147425566,147465755,9
ChrA01,147440589,147465755,6
ChrA01,147466093,147484331,9
ChrA01,147505037,147505109,1
ChrA01,147520766,147520840,1
ChrA01,147574322,147599459,19
ChrA01,147574322,147599571,19
ChrA01,147574322,147599571,21
ChrA01,147574322,147610088,22
ChrA01,147574322,147624267,23
ChrA01,147574322,147624601,25
ChrA01,147574322,147624601,24
ChrA01,147574322,147666115,1
ChrA01,147574322,147691166,2
ChrA01,147576819,147719102,1
ChrA01,147665992,147737453,1
ChrA01,147680370,147753542,1
ChrA01,147719028,147760170,3
ChrA01,147737381,147763966,2
ChrA01,147751385,147774916,1
ChrA01,147751388,147781101,1
ChrA01,147753470,147801008,1
ChrA01,147774844,147806678,1
ChrA01,147781029,147816764,3
ChrA01,147800936,147825760,1
ChrA01,147801123,147877610,1
ChrA01,147806602,147893482,2
ChrA01,147825688,147930669,1
ChrA01,147835126,147931904,3
ChrA01,147874654,147931980,4
ChrA01,147877536,147931980,5
ChrA01,147905096,147931980,2
ChrA01,147906021,147931980,2
ChrA01,147906747,147955419,1
ChrA01,147907097,148000878,1
ChrA01,147925822,148011788,5
ChrA01,147930760,148023132,6
ChrA01,147954634,148025863,22
ChrA01,148000804,148176401,3
ChrA01,148003641,148202536,1
ChrA01,148003641,148248188,1
ChrA01,148003641,148258489,8
ChrA01,148005402,148267126,8
ChrA01,148005402,148267126,5
ChrA01,148005402,148268013,15
ChrA01,148010112,148269609,22
ChrA01,148010112,148271900,8
ChrA01,148011679,148271900,5
ChrA01,148011679,148274381,22
ChrA01,148011679,148277551,14
ChrA01,148017501,148279343,4
ChrA01,148201751,148280742,8
ChrA01,148248114,148282340,4
ChrA01,148250248,148285533,4
ChrA01,148250248,148291011,7
ChrA01,148250248,148293492,22
ChrA01,148250248,148295781,7
ChrA01,148250248,148298262,22
ChrA01,148250248,148300551,7
ChrA01,148250248,148303022,22
ChrA01,148250248,148305311,7
ChrA01,148250248,148310085,7
ChrA01,148252729,148310085,5
ChrA01,148252729,148317326,22
ChrA01,148252729,148320506,14
ChrA01,148252729,148322078,23
ChrA01,148257493,148322078,22
ChrA01,148257493,148325254,14
ChrA01,148257493,148326848,22
ChrA01,148267017,148335740,6
ChrA01,148267017,148335752,16
ChrA01,148271791,148336277,11
ChrA01,148271791,148337532,13
ChrA01,148276555,148338469,22
ChrA01,148276555,148342006,15
ChrA01,148279746,148346791,14
ChrA01,148279746,148346791,10
ChrA01,148279746,148346791,66
ChrA01,148282939,148346929,12
ChrA01,148282939,148346929,20
ChrA01,148282939,148346929,19
ChrA01,148282939,148346929,19
ChrA01,148282939,148346929,14
ChrA01,148305202,148346929,25
ChrA01,148305202,148346929,20
ChrA01,148314738,148346929,19
ChrA01,148556107,148556133,1
ChrA01,148558187,148596267,22
ChrA01,148560846,148596267,19
ChrA01,148598313,148598387,1
ChrA01,148644010,148644795,1
ChrA01,148739441,148758311,16
ChrA01,148739561,148758311,14
ChrA01,148760355,148760429,1
ChrA01,148806014,148806799,1
ChrA01,148876039,148902123,10
ChrA01,148928285,148951595,4
ChrA01,148928285,148951595,3
ChrA01,148930404,148953054,4
ChrA01,149079363,149079435,1
ChrA01,149155827,149155899,1
ChrA01,149161627,149161699,1
ChrA01,149186124,149186196,1
ChrA01,149211947,149212021,1
ChrA01,149230569,149230643,1
ChrA01,149230715,149232553,2
ChrA01,149278784,149278857,1
ChrA01,149279475,149291742,1
ChrA01,149287450,149291743,2
ChrA01,149294665,149294736,1
ChrA01,149298554,149298627,1
ChrA01,149326271,149326345,1
ChrA01,149334271,149334340,1
ChrA01,149343080,149343151,1
ChrA01,149369293,149370314,2
ChrA01,149369293,149375252,2
ChrA01,149370546,149378297,6
ChrA01,149398714,149398761,1
ChrA01,149400063,149400109,1
ChrA01,149553002,149553787,1
ChrA01,149576160,149576700,1
ChrA01,149576261,149582605,1
ChrA01,149576261,149608682,1
ChrA01,149576261,149615690,1
ChrA01,149576261,149616786,2
ChrA01,149576261,149616786,3
ChrA01,149576261,149641425,6
ChrA01,149577754,149651107,7
ChrA01,149608608,149664427,1
ChrA01,149615616,149670130,1
ChrA01,149627308,149672733,4
ChrA01,149627308,149672733,4
ChrA01,149664354,149672733,3
ChrA01,149670056,149672733,3
ChrA01,149672904,149672976,1
ChrA01,149680209,149680280,1
ChrA01,149684087,149684161,1
ChrA01,149711797,149711871,1
ChrA01,149719801,149719870,1
ChrA01,149728270,149728341,1
ChrA01,149754244,149760173,2
ChrA01,149754249,149764074,6
ChrA01,149755502,149765367,1
ChrA01,149763335,149783928,2
ChrA01,149765020,149783928,2
ChrA01,149783433,149783928,1
ChrA01,149784779,149785236,1
ChrA01,149804220,149804616,1
ChrA01,149804231,149806194,2
ChrA01,149804241,149806194,2
ChrA01,149812258,149812765,1
ChrA01,149813784,149814318,1
ChrA01,149821758,149822340,1
ChrA01,149822627,149823161,1
ChrA01,149824180,149824687,1
ChrA01,149830751,149832704,2
ChrA01,149830751,149832714,2
ChrA01,149832329,149832725,1
ChrA01,149856009,149858232,1
ChrA01,149858524,149858961,1
ChrA01,149859018,149859466,1
ChrA01,149871154,149872026,1
ChrA01,149871612,149872348,2
ChrA01,149874871,149878523,3
ChrA01,149874871,149889434,13
ChrA01,149877023,149889434,12
ChrA01,149895208,149899962,4
ChrA01,149897437,149900144,6
ChrA01,149900542,149907028,10
ChrA01,149900542,149908266,17
ChrA01,149902256,149908278,12
ChrA01,149902683,149908791,17
ChrA01,149907191,149908791,3
ChrA01,149912231,149943179,4
ChrA01,149932866,149982686,12
ChrA01,150017381,150017452,1
ChrA01,150039341,150054079,9
ChrA01,150039341,150065744,13
ChrA01,150039341,150082742,13
ChrA01,150039341,150117505,15
ChrA01,150039399,150117505,15
ChrA01,150039399,150117505,14
ChrA01,150049266,150117505,9
ChrA01,150121766,150131825,5
ChrA01,150122169,150131825,6
ChrA01,150127086,150131825,4
ChrA01,150130741,150131841,1
ChrA01,150190716,150199127,2
ChrA01,150190716,150207026,7
ChrA01,150190716,150208504,7
ChrA01,150190716,150208504,6
ChrA01,150190722,150208504,7
ChrA01,150198939,150208504,4
ChrA01,150230217,150237480,11
ChrA01,150237798,150241609,7
ChrA01,150237798,150241609,6
ChrA01,150237798,150241609,6
ChrA01,150237798,150241609,5
ChrA01,150237798,150241609,6
ChrA01,150244772,150253335,7
ChrA01,150245182,150253335,6
ChrA01,150245182,150253335,5
ChrA01,150254952,150259501,6
ChrA01,150254952,150259501,6
ChrA01,150255228,150259501,5
ChrA01,150266268,150280819,3
ChrA01,150266268,150280819,2
ChrA01,150293927,150301344,4
ChrA01,150293927,150318612,14
ChrA01,150293927,150318612,9
ChrA01,150293927,150325704,16
ChrA01,150293927,150325704,16
ChrA01,150305449,150325704,15
ChrA01,150336989,150446032,11
ChrA01,150336989,150449041,11
ChrA01,150336989,150449041,10
ChrA01,150459839,150480085,18
ChrA01,150459839,150480085,17
ChrA01,150459839,150480085,16
ChrA01,150459839,150480085,14
ChrA01,150459839,150480085,14
ChrA01,150459839,150480085,14
ChrA01,150480486,150482057,2
ChrA01,150480486,150484220,6
ChrA01,150480486,150484220,6
ChrA01,150480486,150486265,10
ChrA01,150480486,150486265,10
ChrA01,150480486,150486265,9
ChrA01,150480486,150486265,6
ChrA01,150488232,150490508,2
ChrA01,150521897,150524490,1
ChrA01,150521897,150531223,15
ChrA01,150522297,150533412,19
ChrA01,150522297,150533412,19
ChrA01,150524404,150533412,19
ChrA01,150530420,150533412,6
ChrA01,150547026,150552086,4
ChrA01,150547026,150552214,4
ChrA01,150547026,150552214,3
ChrA01,150547026,150552214,2
ChrA01,150594598,150601609,5
ChrA01,150594598,150601609,4
ChrA01,150594598,150601609,3
ChrA01,150594598,150602098,5
ChrA01,150595753,150602098,4
ChrA01,150595753,150602098,3
ChrA01,150595753,150602098,4
ChrA01,150595753,150602098,3
ChrA01,150598117,150602098,3
ChrA01,150599521,150602098,2
ChrA01,150618700,150669672,5
ChrA01,150618700,150669672,4
ChrA01,150670534,150693364,15
ChrA01,150670534,150693364,14
ChrA01,150670534,150693364,13
ChrA01,150702671,150738433,8
ChrA01,150702671,150738433,7
ChrA01,150768683,150780917,8
ChrA01,150778336,150780917,5
ChrA01,150782180,150785174,1
ChrA01,150782180,150789924,7
ChrA01,150782180,150849244,22
ChrA01,150782180,150849244,21
ChrA01,150782180,150849244,21
ChrA01,150782180,150849244,23
ChrA01,150785066,150849244,22
ChrA01,150790395,150849244,14
ChrA01,150795669,150849244,13
ChrA01,150898814,150917797,9
ChrA01,150898814,150923566,13
ChrA01,150898814,150936323,20
ChrA01,150898814,150937220,22
ChrA01,150898956,150937220,22
ChrA01,150937648,150947479,11
ChrA01,150937648,150947479,11
ChrA01,150937648,150947479,10
ChrA01,150954498,150968114,14
ChrA01,150969300,150979273,10
ChrA01,150969300,150979273,10
ChrA01,150969300,150980095,10
ChrA01,150969300,150980225,11
ChrA01,150969300,150980854,11
ChrA01,150969300,150980854,11
ChrA01,150980972,150995328,1
ChrA01,150980972,151008189,8
ChrA01,150980972,151008189,7
ChrA01,150980972,151008189,5
ChrA01,150995221,151008189,4
ChrA01,150997086,151008189,4
ChrA01,151009028,151020076,10
ChrA01,151009028,151020076,10
ChrA01,151011271,151020076,8
ChrA01,151020186,151021743,1
ChrA01,151020258,151023871,2
ChrA01,151023446,151032125,6
ChrA01,151023446,151032125,5
ChrA01,151032150,151039973,1
ChrA01,151039700,151040973,2
ChrA01,151043079,151076151,7
ChrA01,151043079,151091007,9
ChrA01,151065667,151091007,4
ChrA01,151104162,151119140,20
ChrA01,151104162,151119140,19
ChrA01,151104162,151119140,19
ChrA01,151109332,151119140,10
ChrA01,151129104,151131728,1
ChrA01,151129104,151132225,2
ChrA01,151131173,151138370,3
ChrA01,151132223,151138424,3
ChrA01,151132223,151140384,5
ChrA01,151138497,151142773,7
ChrA01,151138497,151142773,7
ChrA01,151138497,151142773,7
ChrA01,151138497,151142773,7
ChrA01,151142462,151144833,5
ChrA01,151142462,151148457,10
ChrA01,151142462,151148547,10
ChrA01,151142462,151148547,8
ChrA01,151148775,151162689,6
ChrA01,151148775,151162689,6
ChrA01,151148775,151162689,6
ChrA01,151149827,151162689,5
ChrA01,151171020,151219441,14
ChrA01,151171020,151222007,16
ChrA01,151171020,151222007,15
ChrA01,151171020,151222007,14
ChrA01,151171020,151222007,14
ChrA01,151206672,151222007,7
ChrA01,151227196,151239954,10
ChrA01,151252499,151254405,2
ChrA01,151254093,151260882,2
ChrA01,151254790,151264381,9
ChrA01,151254790,151264381,10
ChrA01,151258750,151264381,8
ChrA01,151264272,151265284,1
ChrA01,151264272,151265487,1
ChrA01,151264272,151266606,1
ChrA01,151264272,151271414,1
ChrA01,151264272,151271523,1
ChrA01,151265261,151273440,1
ChrA01,151265461,151274409,1
ChrA01,151266582,151278766,1
ChrA01,151271387,151300191,13
ChrA01,151271499,151300191,13
ChrA01,151273139,151300191,11
ChrA01,151274383,151300191,10
ChrA01,151278732,151300191,12
ChrA01,151313115,151319769,11
ChrA01,151313115,151319769,11
ChrA01,151313115,151319769,10
ChrA01,151336777,151345210,12
ChrA01,151336777,151345210,12
ChrA01,151336777,151345210,11
ChrA01,151336777,151345210,10
ChrA01,151372040,151373603,3
ChrA01,151372040,151374412,7
ChrA01,151375199,151414681,17
ChrA01,151375199,151431941,19
ChrA01,151375199,151431941,19
ChrA01,151375199,151431941,18
ChrA01,151375199,151431941,17
ChrA01,151375199,151431941,18
ChrA01,151375199,151431941,13
ChrA01,151398678,151431941,7
ChrA01,151483861,151511167,21
ChrA01,151512780,151518367,1
ChrA01,151512780,151556059,13
ChrA01,151512780,151556059,12
ChrA01,151512780,151556059,14
ChrA01,151518271,151556059,12
ChrA01,151584540,151666487,11
ChrA01,151584661,151666977,11
ChrA01,151611331,151670850,1
ChrA01,151611363,151671551,1
ChrA01,151668703,151671559,12
ChrA01,151670318,151671559,12
ChrA01,151672533,151680411,7
ChrA01,151672533,151688792,13
ChrA01,151672533,151689059,12
ChrA01,151672533,151689059,13
ChrA01,151672533,151689278,8
ChrA01,151672533,151689278,6
ChrA01,151679982,151689290,13
ChrA01,151681473,151689290,13
ChrA01,151682908,151702082,9
ChrA01,151694012,151702082,5
ChrA01,151732122,151736040,7
ChrA01,151732122,151736040,7
ChrA01,151734268,151736040,3
ChrA01,151734705,151736040,2
ChrA01,151735444,151743806,6
ChrA01,151739130,151743806,6
ChrA01,151742582,151762964,13
ChrA01,151744040,151763010,14
ChrA01,151745954,151763010,14
ChrA01,151745954,151763010,13
ChrA01,151745954,151763010,13
ChrA01,151745954,151763010,13
ChrA01,151746574,151763010,14
ChrA01,151763317,151766878,2
ChrA01,151772764,151775180,1
ChrA01,151773398,151777882,2
ChrA01,151778546,151798553,10
ChrA01,151778546,151804348,11
ChrA01,151778546,151804348,12
ChrA01,151778546,151804348,11
